GeneID	Chr	Start	End	Strand
MIR640	19	19435063	19435158	+
MIR1270	19	20399272	20399354	-
MIR6887	19	35122700	35122764	+
MIR5196	19	35345513	35345627	+
MIR4530	19	39409623	39409678	-
MIR6719	19	39829716	39829802	-
MIR641	19	40282543	40282641	-
MIR6796	19	40369846	40369907	+
MIR6797	19	41869627	41869698	+
MIR4323	19	42133445	42133513	-
MIR8077	19	42351131	42351205	+
MIR4531	19	44653686	44653732	-
MIR8085	19	44758657	44758721	+
MIR6088	19	45436654	45436704	+
MIR330	19	45638994	45639087	-
MIR642A	19	45674928	45675024	+
MIR642B	19	45674932	45675008	-
MIR769	19	46018932	46019049	+
MIR320E	19	46709293	46709345	-
MIR3190	19	47226942	47227021	+
MIR3191	19	47226944	47227019	-
MIR6798	19	49009906	49009972	+
MIR4324	19	49308797	49308868	-
MIR150	19	49500785	49500868	-
MIR5088	19	49682117	49682195	+
MIR6799	19	49791866	49791934	+
MIR6800	19	49832018	49832099	+
MIR4749	19	49854591	49854651	+
MIR4750	19	49888175	49888230	+
MIR4751	19	49933064	49933137	+
MIR8074	19	51206929	51207009	-
MIR99B	19	51692612	51692681	+
MIRLET7E	19	51692786	51692864	+
MIR125A	19	51693254	51693339	+
MIR6801	19	52222020	52222098	+
MIR643	19	52281797	52281893	+
MIR512-1	19	53666679	53666762	+
MIR512-2	19	53669157	53669254	+
MIR1323	19	53671968	53672040	+
MIR498	19	53674197	53674320	+
MIR520E	19	53675711	53675797	+
MIR515-1	19	53679003	53679085	+
MIR519E	19	53679940	53680023	+
MIR520F	19	53682159	53682245	+
MIR515-2	19	53685009	53685091	+
MIR519C	19	53686469	53686555	+
MIR1283-1	19	53688481	53688567	+
MIR520A	19	53690881	53690965	+
MIR526B	19	53694393	53694475	+
MIR519B	19	53695213	53695293	+
MIR525	19	53697533	53697617	+
MIR523	19	53698385	53698471	+
MIR518F	19	53700015	53700101	+
MIR520B	19	53701227	53701287	+
MIR518B	19	53702737	53702819	+
MIR526A1	19	53706252	53706336	+
MIR520C	19	53707453	53707539	+
MIR518C	19	53708735	53708835	+
MIR524	19	53711002	53711088	+
MIR517A	19	53712268	53712354	+
MIR519D	19	53713347	53713434	+
MIR521-2	19	53716594	53716680	+
MIR520D	19	53720096	53720182	+
MIR517B	19	53721076	53721142	+
MIR520G	19	53722166	53722255	+
MIR516B2	19	53725442	53725526	+
MIR526A2	19	53726922	53726986	+
MIR518E	19	53729838	53729925	+
MIR518A1	19	53731006	53731090	+
MIR518D	19	53734877	53734963	+
MIR516B1	19	53736845	53736934	+
MIR518A2	19	53739333	53739419	+
MIR517C	19	53741313	53741407	+
MIR520H	19	53742512	53742599	+
MIR521-1	19	53748636	53748722	+
MIR522	19	53751211	53751297	+
MIR519A1	19	53752397	53752481	+
MIR527	19	53754018	53754102	+
MIR516A1	19	53756741	53756830	+
MIR1283-2	19	53758232	53758318	+
MIR516A2	19	53761133	53761222	+
MIR519A2	19	53762344	53762430	+
MIR371A	19	53787675	53787741	+
MIR371B	19	53787677	53787742	-
MIR372	19	53787890	53787956	+
MIR373	19	53788705	53788773	+
MIR935	19	53982307	53982397	+
MIR4752	19	54282109	54282180	+
MIR8061	19	54645309	54645383	+
MIR7975	19	55123225	55123292	-
MIR6804	19	55230885	55230952	-
MIR6802	19	55239912	55239976	-
MIR6803	19	55245186	55245250	-
MIR6805	19	55388181	55388242	+
MIR6806	19	58334688	58334751	+
MIR4754	19	58386770	58386858	-
MIR6807	19	58550285	58550376	+
MIR6869	20	1392900	1392961	-
MIR1292	20	2652777	2652842	+
MIR103A2	20	3917494	3917571	+
MIR103B2	20	3917502	3917563	-
MIR8062	20	7371608	7371692	+
MIR6870	20	10649636	10649695	-
MIR3192	20	18470615	18470691	+
MIR663A	20	26208186	26208278	-
MIR3193	20	31607186	31607240	+
MIR1825	20	32237795	32237847	+
MIR4755	20	34049119	34049190	+
MIR644A	20	34466325	34466418	+
MIR499A	20	34990376	34990497	+
MIR499B	20	34990400	34990472	-
MIR1289-1	20	35453954	35454097	-
MIR548O2	20	38516563	38516632	+
MIR6871	20	41169023	41169078	+
MIR3646	20	44408120	44408203	+
MIR6812	20	45425510	45425573	+
MIR3617	20	45705102	45705180	-
MIR3616	20	47166967	47167058	+
MIR645	20	50585786	50585879	+
MIR1302-5	20	50614636	50614785	-
MIR3194	20	51452905	51452977	-
MIR4756	20	54068408	54068485	-
MIR4325	20	57321502	57321591	-
ENSG00000263453	20	57895394	57895444	+
MIR296	20	58817615	58817694	-
MIR298	20	58818226	58818313	-
MIR646	20	60308474	60308567	+
MIR4533	20	60478111	60478181	+
MIR548AG2	20	60564562	60564625	+
MIR1257	20	61953546	61953662	-
MIR3195	20	62064802	62064885	+
MIR4758	20	62332487	62332557	-
MIR1-1	20	62554306	62554376	+
MIR133A2	20	62564912	62565013	+
MIR124-3	20	63178500	63178586	+
MIR3196	20	63238779	63238842	+
MIR4326	20	63286808	63286866	+
MIR941-1	20	63919449	63919520	+
MIR941-2	20	63919505	63919576	+
MIR941-3	20	63919561	63919632	+
MIR941-4	20	63919756	63919827	+
MIR941-5	20	63919868	63919939	+
MIR1914	20	63941465	63941544	-
MIR647	20	63942631	63942726	-
MIR6813	20	64076955	64077010	-
hsa-mir-8069-1	21	6859171	6859256	+
MIR6724-1	21	8205315	8205406	+
MIR3648-1	21	8208473	8208652	+
ENSG00000277437	21	8208844	8208904	+
MIR6724-2	21	8249505	8249596	+
MIR6724-3	21	8388362	8388453	+
MIR6724-4	21	8432530	8432621	+
MIR3648-2	21	8986999	8987178	+
ENSG00000264063	21	8987370	8987430	+
MIR3156-3	21	13406384	13406460	-
MIR3118-1	21	13644775	13644850	-
MIR8069	21	13724189	13724274	+
MIR99A	21	16539089	16539169	+
MIRLET7C	21	16539828	16539911	+
MIR125B2	21	16590237	16590325	+
MIR548X	21	18686090	18686164	-
MIR6130	21	23079284	23079392	+
MIR155	21	25573980	25574044	+
MIR4759	21	26953961	26954043	+
MIR4327	21	30375294	30375378	-
MIR6501	21	33550662	33550728	+
MIR802	21	35720715	35720808	+
MIR6508	21	39447010	39447069	+
MIR4760	21	40212352	40212431	-
MIR3197	21	41167557	41167629	+
MIR6814	21	41746772	41746841	-
MIR5692B	21	42950928	42951014	-
MIR6070	21	43609887	43609989	-
MIR6815	21	45478266	45478326	+
MIR3198-1	22	17764180	17764259	-
MIR648	22	17980868	17980961	-
MIR4761	22	19963753	19963834	+
MIR185	22	20033139	20033220	+
MIR3618	22	20085746	20085833	+
MIR1306	22	20086058	20086142	+
MIR6816	22	20114686	20114751	-
MIR1286	22	20249134	20249211	-
MIR649	22	21034176	21034272	-
MIR301B	22	21652981	21653058	+
MIR130B	22	21653304	21653385	+
MIR650	22	22822776	22822871	+
MIR5571	22	22886267	22886379	+
MIR6817	22	25455646	25455711	+
MIR548J	22	26555212	26555323	-
MIR3199-1	22	27920525	27920612	-
MIR3199-2	22	27920526	27920611	+
MIR5739	22	28459869	28459948	+
ENSG00000280968	22	29333158	29333267	-
MIR6818	22	30007049	30007113	+
MIR3200	22	30731557	30731641	+
MIR3928	22	31160062	31160119	-
MIR7109	22	31621467	31621531	-
MIR4764	22	33436582	33436669	-
MIR3909	22	35335640	35335758	+
MIR6069	22	35336721	35336799	-
MIR6819	22	36286847	36286907	-
MIR658	22	37844272	37844371	-
MIR659	22	37847678	37847774	-
MIR6820	22	37967563	37967624	+
MIR4534	22	37988794	37988853	+
MIR4766	22	40813883	40813958	-
MIR1281	22	41092513	41092566	+
MIR6889	22	41252992	41253050	-
MIR33A	22	41900944	41901012	+
MIR378I	22	41923222	41923297	-
MIR1249	22	45200954	45201019	-
MIR4762	22	45760524	45760598	+
MIR3619	22	46091044	46091126	+
MIRLET7A3	22	46112749	46112822	+
MIR4763	22	46113566	46113657	+
MIRLET7B	22	46113686	46113768	+
MIR3201	22	48274364	48274415	+
MIR4535	22	48780295	48780353	+
MIR3667	22	49543393	49543466	-
MIR6821	22	49962866	49962939	+
MIR3690	X	1293918	1293992	+
MIR6089	X	2609191	2609254	+
MIR4770	X	6383906	6383963	-
MIR4767	X	7147860	7147937	+
MIR651	X	8126965	8127061	+
MIR548AX	X	11318614	11318686	-
MIR6086	X	13590292	13590346	+
MIR548AM	X	16627012	16627085	-
MIR4768	X	17425881	17425954	+
MIR23C	X	20017088	20017187	-
MIR6134	X	28495555	28495663	-
MIR4666B	X	29574278	29574358	+
MIR3915	X	32583656	32583752	-
MIR548F5	X	32641474	32641559	-
MIR548AJ2	X	38023895	38023986	-
MIR3937	X	39661216	39661321	+
MIR1587	X	39837561	39837613	+
MIR221	X	45746157	45746266	-
MIR222	X	45747015	45747124	-
MIR4769	X	47587429	47587505	+
MIR532	X	50003148	50003238	+
MIR188	X	50003503	50003588	+
MIR500A	X	50008431	50008514	+
MIR362	X	50008964	50009028	+
MIR501	X	50009722	50009805	+
MIR500B	X	50010672	50010750	+
MIR660	X	50013241	50013337	+
MIR502	X	50014598	50014683	+
MIR8088	X	52336557	52336642	-
MIR6895	X	53195411	53195488	-
MIR6894	X	53198889	53198945	-
MIR6857	X	53405673	53405765	-
MIR98	X	53556223	53556341	-
MIRLET7F2	X	53557192	53557274	-
MIR4536-1	X	55451495	55451582	-
MIR4536-2	X	55451495	55451582	+
MIR1468	X	63786002	63786087	-
MIR223	X	66018870	66018979	+
MIR676	X	70022857	70022923	+
MIR421	X	74218377	74218461	-
MIR374B	X	74218547	74218618	-
MIR374C	X	74218549	74218618	+
MIR545	X	74287104	74287209	-
MIR374A	X	74287286	74287357	-
MIR384	X	76919273	76919360	-
MIR325	X	77005404	77005501	-
MIR4328	X	78901194	78901249	-
MIR548I4	X	84225752	84225828	-
MIR1321	X	85835780	85835858	+
MIR361	X	85903636	85903707	-
MIR548M	X	95063141	95063226	-
MIR548AN	X	106639814	106639896	+
ENSG00000275110	X	109054542	109054590	+
MIR652	X	110055329	110055426	+
MIR3978	X	110082118	110082218	+
MIR4329	X	112780718	112780788	-
MIR764	X	114639435	114639519	+
MIR1912	X	114651544	114651623	+
MIR1264	X	114652655	114652723	+
MIR1298	X	114715233	114715344	+
MIR1911	X	114763184	114763263	+
MIR448	X	114823454	114823564	+
MIR1277	X	118386394	118386471	+
MIR766	X	119646738	119646848	-
MIR3672	X	121370972	121371053	+
MIR363	X	134169378	134169452	-
MIR92A2	X	134169538	134169612	-
MIR19B2	X	134169671	134169766	-
MIR20B	X	134169809	134169877	-
MIR18B	X	134170041	134170111	-
MIR106A	X	134170198	134170278	-
MIR450B	X	134540185	134540262	-
MIR450A1	X	134540341	134540431	-
MIR450A2	X	134540508	134540607	-
MIR542	X	134541341	134541437	-
MIR503	X	134546328	134546398	-
MIR424	X	134546614	134546711	-
MIR934	X	136550878	136550960	+
MIR504	X	138667711	138667793	-
MIR505	X	139924148	139924231	-
MIR320D2	X	140926172	140926219	-
MIR892C	X	145992750	145992826	-
MIR890	X	145994275	145994351	-
MIR888	X	145994784	145994860	-
MIR892A	X	145996669	145996743	-
MIR892B	X	145997198	145997274	-
MIR891B	X	146001053	146001131	-
MIR891A	X	146027794	146027872	-
MIR513C	X	147189704	147189787	-
MIR513B	X	147199044	147199127	-
MIR513A1	X	147213463	147213591	-
MIR513A2	X	147225826	147225952	-
MIR506	X	147230720	147230843	-
MIR507	X	147230984	147231077	-
MIR508	X	147236913	147237027	-
MIR514B	X	147250151	147250230	-
MIR509-2	X	147258760	147258850	-
MIR509-3	X	147259652	147259726	-
MIR509-1	X	147260532	147260625	-
MIR510	X	147272335	147272408	-
MIR514A1	X	147279247	147279344	-
MIR514A2	X	147281943	147282030	-
MIR514A3	X	147284641	147284728	-
MIR2114	X	150228004	150228083	+
MIR4330	X	151168222	151168326	+
MIR224	X	151958578	151958658	-
MIR452	X	151959628	151959712	-
MIR105-1	X	152392219	152392299	-
MIR767	X	152393421	152393529	-
MIR105-2	X	152394412	152394492	-
MIR3202-1	X	153981097	153981177	+
MIR3202-2	X	153981098	153981176	-
MIR718	X	154019920	154019989	-
MIR6858	X	154450320	154450386	+
MIR664B	X	154768596	154768656	+
MIR1184-1	X	154887360	154887458	-
MIR1184-2	X	155383100	155383198	-
MIR1184-3	X	155457517	155457615	+
MIR3690	Y	1293918	1293992	+
MIR6089	Y	2609191	2609254	+
